,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgTimeInCompany
1778,47,1,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4,13,1,8,2,3,1,3,2,3,3,3,3,1.6
3904,24,1,Travel_Rarely,Sales,6,2,Medical,Female,2,Manager,Married,20970,1,12,0,1,2,1,0,0,4,3,3,2,3,0.5
3868,35,1,Travel_Frequently,Research & Development,17,4,Medical,Male,1,Research Director,Single,54720,3,11,1,13,3,5,6,7,4,4,4,2,3,3.25
1627,34,1,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0,20,1,3,3,2,1,0,4,3,2,3,4,3
2187,54,1,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6,14,3,24,1,6,3,8,1,3,2,4,3,3.428571429
4391,32,1,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0,11,0,4,2,2,1,2,4,3,1,3,3,4
2809,24,1,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,1,Manager,Single,53320,1,22,1,1,2,1,0,0,4,3,2,3,4,0.5
2509,26,1,Travel_Rarely,Research & Development,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0,15,2,6,3,3,1,4,4,2,3,2,3,6
3980,46,1,Travel_Rarely,Research & Development,10,3,Medical,Male,1,Sales Executive,Married,44220,4,11,1,13,2,4,3,7,4,2,4,3,3,2.6
1961,52,1,Travel_Rarely,Research & Development,5,4,Medical,Female,4,Human Resources,Married,20970,1,13,1,28,2,6,6,9,1,4,3,4,3,10.5
4185,39,1,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Sales Executive,Married,36730,3,14,1,19,3,1,0,0,4,4,4,3,3,4.75
1394,41,1,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,4,Laboratory Technician,Single,53470,1,22,1,4,1,3,0,2,2,2,2,3,4,2
1446,33,1,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400,5,21,0,8,2,3,0,4,3,4,1,2,4,1.333333333
4221,36,1,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0,18,3,2,2,1,0,0,4,3,2,4,3,2
4077,31,1,Travel_Frequently,Research & Development,2,1,Other,Male,3,Sales Executive,Married,70940,1,14,1,10,2,4,0,8,1,4,3,3,3,5
2268,28,1,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5,5,2,1,2,1,3,4,3,4,1.25
4154,37,1,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6,19,0,7,2,1,0,0,4,3,3,3,3,1
3715,31,1,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1,13,3,10,3,4,4,7,3,2,3,3,3,5
2918,33,1,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Manager,Married,51470,7,11,0,13,2,4,1,7,1,1,4,3,3,1.625
1441,29,1,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,1,Research Scientist,Single,21800,1,21,0,4,2,3,0,1,3,4,2,3,4,2
4278,54,1,Travel_Rarely,Sales,2,2,Medical,Female,1,Research Scientist,Married,43850,1,13,1,28,2,6,9,6,4,4,2,2,3,10.5
670,44,1,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,19,1,10,3,4,0,5,1,4,3,3,3,5
3103,29,1,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,20970,5,16,1,6,4,2,1,1,3,2,4,2,3,1
2718,50,1,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000,1,11,0,3,3,2,0,2,1,3,3,2,3,1.5
3473,35,1,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0,21,1,9,3,4,4,7,4,1,3,2,4,9
1669,24,1,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1,18,2,1,4,1,0,0,2,2,3,4,3,0.5
3164,31,1,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,178560,2,12,2,9,2,2,1,2,2,1,1,2,3,3
2348,28,1,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1,16,1,1,2,1,0,0,3,2,3,3,3,0.5
2365,24,1,Travel_Frequently,Research & Development,3,4,Medical,Male,1,Research Director,Single,24790,2,12,1,1,2,1,0,0,2,4,4,2,3,0.5
670,44,1,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,19,1,10,3,4,0,5,1,4,3,3,3,5
3740,34,1,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0,15,1,16,2,5,9,10,1,2,4,3,3,10.5
3844,35,1,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Healthcare Representative,Married,23210,8,12,1,15,1,5,6,0,4,1,3,3,3,1.5
491,52,1,Travel_Rarely,Research & Development,5,4,Medical,Female,4,Human Resources,Married,20970,1,13,1,28,2,6,6,9,1,4,3,4,3,10.5
4334,41,1,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,4,Laboratory Technician,Single,53470,1,22,1,4,1,3,0,2,2,2,2,3,4,2
670,44,1,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,19,1,10,3,4,0,5,1,4,3,3,3,5
6,28,1,Travel_Rarely,Research & Development,11,2,Medical,Male,2,Sales Executive,Single,58130,2,20,1,5,2,1,0,0,1,3,1,3,4,1.666666667
3953,24,1,Travel_Rarely,Sales,1,2,Marketing,Male,4,Healthcare Representative,Single,27910,1,14,0,1,3,1,1,0,2,2,3,4,3,0.5
1344,31,1,Travel_Rarely,Research & Development,15,1,Medical,Female,2,Sales Executive,Married,40660,3,22,0,4,2,2,2,2,2,3,3,2,4,1
3478,25,1,Travel_Rarely,Research & Development,25,4,Life Sciences,Female,2,Research Scientist,Married,82680,1,12,0,7,3,4,5,6,4,4,4,2,3,3.5
1394,41,1,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,4,Laboratory Technician,Single,53470,1,22,1,4,1,3,0,2,2,2,2,3,4,2
2324,38,1,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4,19,1,7,3,3,1,4,3,2,3,2,3,1.4
2469,31,1,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Laboratory Technician,Married,168850,2,14,2,10,2,1,0,0,1,3,3,3,3,3.333333333
3931,29,1,Travel_Rarely,Sales,4,3,Marketing,Male,4,Research Scientist,Single,36910,1,13,0,2,3,2,2,2,2,2,3,3,3,1
758,31,1,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1,14,1,1,2,1,0,0,1,2,4,1,3,0.5
340,28,1,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6,16,1,5,4,2,2,1,3,3,2,2,3,0.714285714
4221,36,1,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0,18,3,2,2,1,0,0,4,3,2,4,3,2
4154,37,1,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6,19,0,7,2,1,0,0,4,3,3,3,3,1
4391,32,1,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0,11,0,4,2,2,1,2,4,3,1,3,3,4
2544,29,1,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,1,Laboratory Technician,Single,52200,1,17,0,1,3,1,1,0,4,4,2,2,3,0.5
1539,39,1,Travel_Rarely,Research & Development,1,1,Medical,Female,1,Laboratory Technician,Married,42840,4,17,1,12,1,1,0,0,4,3,2,3,3,2.4
2708,32,1,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,4,6,7,2,1,3,3,3,5
1245,39,1,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Sales Executive,Married,36730,3,14,1,19,3,1,0,0,4,4,4,3,3,4.75
1096,54,1,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Sales Executive,Single,25590,1,21,0,5,3,3,1,0,1,4,3,3,4,2.5
722,31,1,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7,17,1,3,2,1,0,0,3,4,4,1,3,0.5
2461,29,1,Travel_Rarely,Sales,4,3,Marketing,Male,4,Research Scientist,Single,36910,1,13,0,2,3,2,2,2,2,2,3,3,3,1
1848,35,1,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1,13,1,10,2,4,7,8,4,2,2,4,3,5
1752,28,1,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20970,7,18,3,10,1,4,3,7,1,2,3,2,3,1.25
3721,34,1,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1,16,1,2,3,2,2,2,1,3,3,3,3,1
1214,37,1,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6,19,0,7,2,1,0,0,4,3,3,3,3,1
3177,27,1,Travel_Rarely,Sales,26,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0,18,0,5,1,3,0,2,3,1,3,3,3,5
827,31,1,Travel_Frequently,Research & Development,26,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,7,3,4,7,7,4,3,1,2,3,3.5
3718,31,1,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,22,1,7,5,2,2,2,2,4,1,3,4,1
1236,34,1,Travel_Rarely,Sales,15,2,Marketing,Female,2,Research Scientist,Single,84630,2,13,0,8,2,3,1,3,2,1,3,1,3,2.666666667
723,35,1,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0,13,0,5,2,3,3,2,4,3,2,3,3,5
1117,32,1,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,2,Laboratory Technician,Single,178560,3,17,1,8,2,3,0,3,1,3,3,3,3,2
2001,44,1,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,8,15,0,24,3,6,3,6,2,1,3,3,3,2.4
2886,38,1,Travel_Rarely,Sales,6,4,Life Sciences,Female,3,Research Scientist,Married,107480,7,15,0,17,3,1,0,0,2,1,3,3,3,2.125
2127,24,1,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1,14,1,2,2,2,2,2,1,3,1,3,3,1
4051,28,1,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,1,Research Director,Single,178560,3,16,1,6,4,2,2,2,4,3,3,3,3,1.5
2469,31,1,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Laboratory Technician,Married,168850,2,14,2,10,2,1,0,0,1,3,3,3,3,3.333333333
2104,24,1,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1,18,0,1,2,1,0,0,1,2,4,3,3,0.5
3177,27,1,Travel_Rarely,Sales,26,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0,18,0,5,1,3,0,2,3,1,3,3,3,5
853,53,1,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0,22,0,28,2,6,1,9,3,4,3,3,4,10.5
854,38,1,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4,19,1,7,3,3,1,4,3,2,3,2,3,1.4
4402,37,1,Travel_Frequently,Sales,2,3,Marketing,Male,1,Laboratory Technician,Divorced,40010,6,11,1,17,2,1,0,0,1,3,3,3,3,2.428571429
3050,40,1,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Healthcare Representative,Married,86280,2,20,0,8,2,4,1,0,3,3,3,2,4,2.666666667
3939,31,1,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Laboratory Technician,Married,168850,2,14,2,10,2,1,0,0,1,3,3,3,3,3.333333333
3413,24,1,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1,17,1,1,3,1,0,0,4,1,3,3,3,0.5
2048,29,1,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1,12,3,11,5,5,3,10,4,1,1,1,3,5.5
3944,43,1,Travel_Frequently,Research & Development,1,4,Other,Male,3,Sales Executive,Married,76550,8,12,1,6,3,1,0,0,3,3,3,3,3,0.6
2921,32,1,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0,11,0,4,2,2,1,2,4,3,1,3,3,4
904,35,1,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Healthcare Representative,Married,23210,8,12,1,15,1,5,6,0,4,1,3,3,3,1.5
2538,32,1,Travel_Rarely,Research & Development,1,1,Medical,Male,2,Laboratory Technician,Single,27410,7,11,0,7,3,2,2,2,3,2,2,3,3,0.875
1874,24,1,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Sales Executive,Single,93960,1,12,0,2,5,2,0,2,3,3,2,1,3,1
3738,28,1,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5,5,2,1,2,1,3,4,3,4,1.25
1648,33,1,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7,22,0,8,5,3,1,3,1,4,3,3,4,1
827,31,1,Travel_Frequently,Research & Development,26,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,7,3,4,7,7,4,3,1,2,3,3.5
2104,24,1,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1,18,0,1,2,1,0,0,1,2,4,3,3,0.5
3835,24,1,Travel_Frequently,Research & Development,3,4,Medical,Male,1,Research Director,Single,24790,1,12,1,1,2,1,0,0,2,4,4,2,3,0.5
3510,24,1,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1,18,0,1,5,1,0,0,3,3,3,4,3,0.5
6,28,1,Travel_Rarely,Research & Development,11,2,Medical,Male,2,Sales Executive,Single,58130,2,20,1,5,2,1,0,0,1,3,1,3,4,1.666666667
1900,24,1,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,160640,1,15,1,1,3,1,0,0,4,2,4,3,3,0.5
1590,34,1,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Representative,Single,56170,8,22,1,9,3,3,0,4,1,4,2,3,4,1
4008,32,1,Travel_Rarely,Research & Development,1,1,Medical,Male,2,Laboratory Technician,Single,27410,7,11,0,7,3,2,2,2,3,2,2,3,3,0.875
2804,54,1,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Laboratory Technician,Married,33120,8,19,0,7,1,3,4,3,2,2,3,1,3,0.7
237,27,1,Travel_Rarely,Sales,26,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0,18,0,5,1,3,0,2,3,1,3,3,3,5
965,47,1,Travel_Frequently,Research & Development,1,3,Medical,Female,2,Sales Executive,Married,178560,7,11,2,25,1,6,9,10,3,3,1,3,3,3.125
65,28,1,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730,5,14,1,5,4,2,2,2,1,4,2,2,3,0.833333333
1441,29,1,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,1,Research Scientist,Single,21800,1,21,0,4,2,3,0,1,3,4,2,3,4,2
571,33,1,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0,14,0,6,2,3,0,3,1,1,3,2,3,6
4047,29,1,Travel_Frequently,Research & Development,2,4,Life Sciences,Male,2,Sales Executive,Single,28750,1,11,0,1,3,1,0,0,3,1,3,3,3,0.5
1262,48,1,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,8,16,0,23,5,1,0,0,1,3,3,1,3,2.3
763,25,1,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,178560,3,19,0,6,3,2,2,2,1,1,3,2,3,1.5
2474,43,1,Travel_Frequently,Research & Development,1,4,Other,Male,3,Sales Executive,Married,76550,8,12,1,6,3,1,0,0,3,3,3,3,3,0.6
909,35,1,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,2,Manager,Divorced,173990,6,12,0,7,3,2,2,2,2,4,2,1,3,1
349,49,1,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1,14,2,9,2,4,7,7,3,4,4,4,3,4.5
695,44,1,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4,11,1,10,2,2,1,2,1,1,4,3,3,2
4166,28,1,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,4,Research Director,Single,100960,5,13,0,6,2,3,0,3,3,3,3,3,3,1
3868,35,1,Travel_Frequently,Research & Development,17,4,Medical,Male,1,Research Director,Single,54720,3,11,1,13,3,5,6,7,4,4,4,2,3,3.25
3610,44,1,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,19,1,10,3,4,0,5,1,4,3,3,3,5
3844,35,1,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Healthcare Representative,Married,23210,8,12,1,15,1,5,6,0,4,1,3,3,3,1.5
2565,34,1,Non-Travel,Research & Development,26,2,Life Sciences,Female,1,Sales Representative,Married,36920,1,12,1,5,5,3,3,0,4,1,3,3,3,2.5
2577,29,1,Travel_Frequently,Research & Development,2,4,Life Sciences,Male,2,Sales Executive,Single,28750,1,11,0,1,3,1,0,0,3,1,3,3,3,0.5
591,43,1,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8,15,1,7,3,3,1,3,1,3,2,3,3,0.777777778
1590,34,1,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Representative,Single,56170,8,22,1,9,3,3,0,4,1,4,2,3,4,1
1416,38,1,Travel_Rarely,Sales,6,4,Life Sciences,Female,3,Research Scientist,Married,107480,7,15,0,17,3,1,0,0,2,1,3,3,3,2.125
657,24,1,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1,14,1,2,2,2,2,2,1,3,1,3,3,1
3164,31,1,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,178560,2,12,2,9,2,2,1,2,2,1,1,2,3,3
2921,32,1,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0,11,0,4,2,2,1,2,4,3,1,3,3,4
571,33,1,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0,14,0,6,2,3,0,3,1,1,3,2,3,6
913,40,1,Travel_Rarely,Sales,16,4,Marketing,Male,1,Research Director,Single,36330,3,16,2,10,1,3,0,3,1,1,1,3,3,2.5
2048,29,1,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1,12,3,11,5,5,3,10,4,1,1,1,3,5.5
4369,29,1,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,49780,0,13,0,7,3,4,1,5,3,3,2,2,3,7
988,30,1,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Human Resources,Divorced,22070,6,14,0,6,4,3,1,2,3,4,2,3,3,0.857142857
4197,41,1,Travel_Rarely,Sales,20,4,Marketing,Male,2,Sales Executive,Married,102090,1,13,1,23,2,6,9,8,2,3,3,3,3,10.5
978,36,1,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Manufacturing Director,Divorced,33760,5,20,0,16,3,2,2,2,2,1,3,3,4,2.666666667
3542,24,1,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0,22,0,1,5,1,0,0,3,4,3,2,4,1
2448,36,1,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Manufacturing Director,Divorced,33760,5,20,0,16,3,2,2,2,2,1,3,3,4,2.666666667
1726,33,1,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,4,9,7,1,1,3,3,3,5
3135,26,1,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0,12,0,8,3,4,1,0,2,3,2,3,3,8
2413,24,1,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Laboratory Technician,Single,49690,1,12,0,5,3,3,1,2,4,3,3,3,3,2.5
778,31,1,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,22,1,7,5,2,2,2,2,4,1,3,4,1
1194,50,1,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7,14,1,12,2,4,0,1,2,3,3,2,3,1.5
2461,29,1,Travel_Rarely,Sales,4,3,Marketing,Male,4,Research Scientist,Single,36910,1,13,0,2,3,2,2,2,2,2,3,3,3,1
3939,31,1,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Laboratory Technician,Married,168850,2,14,2,10,2,1,0,0,1,3,3,3,3,3.333333333
211,32,1,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8,22,0,6,4,3,1,2,4,3,3,2,4,0.666666667
4259,25,1,Travel_Rarely,Sales,10,1,Marketing,Male,2,Research Director,Single,82370,1,13,0,6,5,4,0,3,3,3,3,2,3,3
2853,24,1,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,2,Healthcare Representative,Single,41870,0,22,1,1,4,1,0,0,3,1,4,3,4,1
2911,29,1,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,1,Research Scientist,Single,21800,1,21,0,4,2,3,0,1,3,4,2,3,4,2
2269,29,1,Travel_Frequently,Research & Development,26,3,Medical,Female,4,Research Scientist,Single,44340,5,17,3,7,1,3,0,0,1,2,1,3,3,1.166666667
157,34,1,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0,20,1,3,3,2,1,0,4,3,2,3,4,3
4143,50,1,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4,15,2,20,1,2,2,0,4,1,3,3,3,4
246,45,1,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,1.666666667
1426,30,1,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,55620,5,13,0,8,3,3,0,4,4,1,3,2,3,1.333333333
2219,29,1,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0,15,1,9,2,4,7,7,3,4,3,3,3,9
3471,44,1,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,8,15,0,24,3,6,3,6,2,1,3,3,3,2.4
2706,34,1,Travel_Rarely,Sales,15,2,Marketing,Female,2,Research Scientist,Single,84630,2,13,0,8,2,3,1,3,2,1,3,1,3,2.666666667
1778,47,1,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4,13,1,8,2,3,1,3,2,3,3,3,3,1.6
181,31,1,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3,15,2,12,2,1,0,0,1,3,3,2,3,3
1404,35,1,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Married,108830,3,12,0,8,3,1,0,1,2,3,3,4,3,2
1726,33,1,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,4,9,7,1,1,3,3,3,5
3718,31,1,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,22,1,7,5,2,2,2,2,4,1,3,4,1
1780,54,1,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,3,1,4,4,1,3,3,3,4
2978,24,1,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1,14,2,1,3,1,0,0,3,3,3,2,3,0.5
2804,54,1,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Laboratory Technician,Married,33120,8,19,0,7,1,3,4,3,2,2,3,1,3,0.7
4047,29,1,Travel_Frequently,Research & Development,2,4,Life Sciences,Male,2,Sales Executive,Single,28750,1,11,0,1,3,1,0,0,3,1,3,3,3,0.5
3210,50,1,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3,14,1,18,2,3,1,3,2,3,3,2,3,4.5
3391,31,1,Non-Travel,Research & Development,26,4,Medical,Male,2,Research Scientist,Single,25930,0,21,0,4,2,2,1,2,3,1,3,3,4,4
1180,24,1,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1,11,0,1,3,1,1,0,4,1,2,3,3,0.5
327,24,1,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,1,0,0,3,1,3,2,3,0.5
3186,45,1,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,1.666666667
120,34,1,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Representative,Single,56170,8,22,1,9,3,3,0,4,1,4,2,3,4,1
1032,34,1,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4,22,2,11,2,4,0,7,4,1,2,4,4,2.2
1344,31,1,Travel_Rarely,Research & Development,15,1,Medical,Female,2,Sales Executive,Married,40660,3,22,0,4,2,2,2,2,2,3,3,2,4,1
955,24,1,Travel_Rarely,Research & Development,12,2,Medical,Male,2,Research Scientist,Divorced,75250,1,14,2,3,2,2,0,2,3,4,3,3,3,1.5
2953,47,1,Non-Travel,Research & Development,1,1,Medical,Male,1,Research Scientist,Married,57620,1,11,2,10,4,4,9,9,1,2,2,2,3,5
308,47,1,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4,13,1,11,2,3,1,3,2,3,3,3,3,2.2
